"Descriptions:","Unit:","Multiplier:","Currency:","Unique Identifier:","Series Name:",1919-01,1919-02,1919-03,1919-04,1919-05,1919-06,1919-07,1919-08,1919-09,1919-10,1919-11,1919-12,1920-01,1920-02,1920-03,1920-04,1920-05,1920-06,1920-07,1920-08,1920-09,1920-10,1920-11,1920-12,1921-01,1921-02,1921-03,1921-04,1921-05,1921-06,1921-07,1921-08,1921-09,1921-10,1921-11,1921-12,1922-01,1922-02,1922-03,1922-04,1922-05,1922-06,1922-07,1922-08,1922-09,1922-10,1922-11,1922-12,1923-01,1923-02,1923-03,1923-04,1923-05,1923-06,1923-07,1923-08,1923-09,1923-10,1923-11,1923-12,1924-01,1924-02,1924-03,1924-04,1924-05,1924-06,1924-07,1924-08,1924-09,1924-10,1924-11,1924-12,1925-01,1925-02,1925-03,1925-04,1925-05,1925-06,1925-07,1925-08,1925-09,1925-10,1925-11,1925-12,1926-01,1926-02,1926-03,1926-04,1926-05,1926-06,1926-07,1926-08,1926-09,1926-10,1926-11,1926-12,1927-01,1927-02,1927-03,1927-04,1927-05,1927-06,1927-07,1927-08,1927-09,1927-10,1927-11,1927-12,1928-01,1928-02,1928-03,1928-04,1928-05,1928-06,1928-07,1928-08,1928-09,1928-10,1928-11,1928-12,1929-01,1929-02,1929-03,1929-04,1929-05,1929-06,1929-07,1929-08,1929-09,1929-10,1929-11,1929-12,1930-01,1930-02,1930-03,1930-04,1930-05,1930-06,1930-07,1930-08,1930-09,1930-10,1930-11,1930-12,1931-01,1931-02,1931-03,1931-04,1931-05,1931-06,1931-07,1931-08,1931-09,1931-10,1931-11,1931-12,1932-01,1932-02,1932-03,1932-04,1932-05,1932-06,1932-07,1932-08,1932-09,1932-10,1932-11,1932-12,1933-01,1933-02,1933-03,1933-04,1933-05,1933-06,1933-07,1933-08,1933-09,1933-10,1933-11,1933-12,1934-01,1934-02,1934-03,1934-04,1934-05,1934-06,1934-07,1934-08,1934-09,1934-10,1934-11,1934-12,1935-01,1935-02,1935-03,1935-04,1935-05,1935-06,1935-07,1935-08,1935-09,1935-10,1935-11,1935-12,1936-01,1936-02,1936-03,1936-04,1936-05,1936-06,1936-07,1936-08,1936-09,1936-10,1936-11,1936-12,1937-01,1937-02,1937-03,1937-04,1937-05,1937-06,1937-07,1937-08,1937-09,1937-10,1937-11,1937-12,1938-01,1938-02,1938-03,1938-04,1938-05,1938-06,1938-07,1938-08,1938-09,1938-10,1938-11,1938-12,1939-01,1939-02,1939-03,1939-04,1939-05,1939-06,1939-07,1939-08,1939-09,1939-10,1939-11,1939-12,1940-01,1940-02,1940-03,1940-04,1940-05,1940-06,1940-07,1940-08,1940-09,1940-10,1940-11,1940-12,1941-01,1941-02,1941-03,1941-04,1941-05,1941-06,1941-07,1941-08,1941-09,1941-10,1941-11,1941-12,1942-01,1942-02,1942-03,1942-04,1942-05,1942-06,1942-07,1942-08,1942-09,1942-10,1942-11,1942-12,1943-01,1943-02,1943-03,1943-04,1943-05,1943-06,1943-07,1943-08,1943-09,1943-10,1943-11,1943-12,1944-01,1944-02,1944-03,1944-04,1944-05,1944-06,1944-07,1944-08,1944-09,1944-10,1944-11,1944-12,1945-01,1945-02,1945-03,1945-04,1945-05,1945-06,1945-07,1945-08,1945-09,1945-10,1945-11,1945-12,1946-01,1946-02,1946-03,1946-04,1946-05,1946-06,1946-07,1946-08,1946-09,1946-10,1946-11,1946-12,1947-01,1947-02,1947-03,1947-04,1947-05,1947-06,1947-07,1947-08,1947-09,1947-10,1947-11,1947-12,1948-01,1948-02,1948-03,1948-04,1948-05,1948-06,1948-07,1948-08,1948-09,1948-10,1948-11,1948-12,1949-01,1949-02,1949-03,1949-04,1949-05,1949-06,1949-07,1949-08,1949-09,1949-10,1949-11,1949-12,1950-01,1950-02,1950-03,1950-04,1950-05,1950-06,1950-07,1950-08,1950-09,1950-10,1950-11,1950-12,1951-01,1951-02,1951-03,1951-04,1951-05,1951-06,1951-07,1951-08,1951-09,1951-10,1951-11,1951-12,1952-01,1952-02,1952-03,1952-04,1952-05,1952-06,1952-07,1952-08,1952-09,1952-10,1952-11,1952-12,1953-01,1953-02,1953-03,1953-04,1953-05,1953-06,1953-07,1953-08,1953-09,1953-10,1953-11,1953-12,1954-01,1954-02,1954-03,1954-04,1954-05,1954-06,1954-07,1954-08,1954-09,1954-10,1954-11,1954-12,1955-01,1955-02,1955-03,1955-04,1955-05,1955-06,1955-07,1955-08,1955-09,1955-10,1955-11,1955-12,1956-01,1956-02,1956-03,1956-04,1956-05,1956-06,1956-07,1956-08,1956-09,1956-10,1956-11,1956-12,1957-01,1957-02,1957-03,1957-04,1957-05,1957-06,1957-07,1957-08,1957-09,1957-10,1957-11,1957-12,1958-01,1958-02,1958-03,1958-04,1958-05,1958-06,1958-07,1958-08,1958-09,1958-10,1958-11,1958-12,1959-01,1959-02,1959-03,1959-04,1959-05,1959-06,1959-07,1959-08,1959-09,1959-10,1959-11,1959-12,1960-01,1960-02,1960-03,1960-04,1960-05,1960-06,1960-07,1960-08,1960-09,1960-10,1960-11,1960-12,1961-01,1961-02,1961-03,1961-04,1961-05,1961-06,1961-07,1961-08,1961-09,1961-10,1961-11,1961-12,1962-01,1962-02,1962-03,1962-04,1962-05,1962-06,1962-07,1962-08,1962-09,1962-10,1962-11,1962-12,1963-01,1963-02,1963-03,1963-04,1963-05,1963-06,1963-07,1963-08,1963-09,1963-10,1963-11,1963-12,1964-01,1964-02,1964-03,1964-04,1964-05,1964-06,1964-07,1964-08,1964-09,1964-10,1964-11,1964-12,1965-01,1965-02,1965-03,1965-04,1965-05,1965-06,1965-07,1965-08,1965-09,1965-10,1965-11,1965-12,1966-01,1966-02,1966-03,1966-04,1966-05,1966-06,1966-07,1966-08,1966-09,1966-10,1966-11,1966-12,1967-01,1967-02,1967-03,1967-04,1967-05,1967-06,1967-07,1967-08,1967-09,1967-10,1967-11,1967-12,1968-01,1968-02,1968-03,1968-04,1968-05,1968-06,1968-07,1968-08,1968-09,1968-10,1968-11,1968-12,1969-01,1969-02,1969-03,1969-04,1969-05,1969-06,1969-07,1969-08,1969-09,1969-10,1969-11,1969-12,1970-01,1970-02,1970-03,1970-04,1970-05,1970-06,1970-07,1970-08,1970-09,1970-10,1970-11,1970-12,1971-01,1971-02,1971-03,1971-04,1971-05,1971-06,1971-07,1971-08,1971-09,1971-10,1971-11,1971-12,1972-01,1972-02,1972-03,1972-04,1972-05,1972-06,1972-07,1972-08,1972-09,1972-10,1972-11,1972-12,1973-01,1973-02,1973-03,1973-04,1973-05,1973-06,1973-07,1973-08,1973-09,1973-10,1973-11,1973-12,1974-01,1974-02,1974-03,1974-04,1974-05,1974-06,1974-07,1974-08,1974-09,1974-10,1974-11,1974-12,1975-01,1975-02,1975-03,1975-04,1975-05,1975-06,1975-07,1975-08,1975-09,1975-10,1975-11,1975-12,1976-01,1976-02,1976-03,1976-04,1976-05,1976-06,1976-07,1976-08,1976-09,1976-10,1976-11,1976-12,1977-01,1977-02,1977-03,1977-04,1977-05,1977-06,1977-07,1977-08,1977-09,1977-10,1977-11,1977-12,1978-01,1978-02,1978-03,1978-04,1978-05,1978-06,1978-07,1978-08,1978-09,1978-10,1978-11,1978-12,1979-01,1979-02,1979-03,1979-04,1979-05,1979-06,1979-07,1979-08,1979-09,1979-10,1979-11,1979-12,1980-01,1980-02,1980-03,1980-04,1980-05,1980-06,1980-07,1980-08,1980-09,1980-10,1980-11,1980-12,1981-01,1981-02,1981-03,1981-04,1981-05,1981-06,1981-07,1981-08,1981-09,1981-10,1981-11,1981-12,1982-01,1982-02,1982-03,1982-04,1982-05,1982-06,1982-07,1982-08,1982-09,1982-10,1982-11,1982-12,1983-01,1983-02,1983-03,1983-04,1983-05,1983-06,1983-07,1983-08,1983-09,1983-10,1983-11,1983-12,1984-01,1984-02,1984-03,1984-04,1984-05,1984-06,1984-07,1984-08,1984-09,1984-10,1984-11,1984-12,1985-01,1985-02,1985-03,1985-04,1985-05,1985-06,1985-07,1985-08,1985-09,1985-10,1985-11,1985-12,1986-01,1986-02,1986-03,1986-04,1986-05,1986-06,1986-07,1986-08,1986-09,1986-10,1986-11,1986-12,1987-01,1987-02,1987-03,1987-04,1987-05,1987-06,1987-07,1987-08,1987-09,1987-10,1987-11,1987-12,1988-01,1988-02,1988-03,1988-04,1988-05,1988-06,1988-07,1988-08,1988-09,1988-10,1988-11,1988-12,1989-01,1989-02,1989-03,1989-04,1989-05,1989-06,1989-07,1989-08,1989-09,1989-10,1989-11,1989-12,1990-01,1990-02,1990-03,1990-04,1990-05,1990-06,1990-07,1990-08,1990-09,1990-10,1990-11,1990-12,1991-01,1991-02,1991-03,1991-04,1991-05,1991-06,1991-07,1991-08,1991-09,1991-10,1991-11,1991-12,1992-01,1992-02,1992-03,1992-04,1992-05,1992-06,1992-07,1992-08,1992-09,1992-10,1992-11,1992-12,1993-01,1993-02,1993-03,1993-04,1993-05,1993-06,1993-07,1993-08,1993-09,1993-10,1993-11,1993-12,1994-01,1994-02,1994-03,1994-04,1994-05,1994-06,1994-07,1994-08,1994-09,1994-10,1994-11,1994-12,1995-01,1995-02,1995-03,1995-04,1995-05,1995-06,1995-07,1995-08,1995-09,1995-10,1995-11,1995-12,1996-01,1996-02,1996-03,1996-04,1996-05,1996-06,1996-07,1996-08,1996-09,1996-10,1996-11,1996-12,1997-01,1997-02,1997-03,1997-04,1997-05,1997-06,1997-07,1997-08,1997-09,1997-10,1997-11,1997-12,1998-01,1998-02,1998-03,1998-04,1998-05,1998-06,1998-07,1998-08,1998-09,1998-10,1998-11,1998-12,1999-01,1999-02,1999-03,1999-04,1999-05,1999-06,1999-07,1999-08,1999-09,1999-10,1999-11,1999-12,2000-01,2000-02,2000-03,2000-04,2000-05,2000-06,2000-07,2000-08,2000-09,2000-10,2000-11,2000-12,2001-01,2001-02,2001-03,2001-04,2001-05,2001-06,2001-07,2001-08,2001-09,2001-10,2001-11,2001-12,2002-01,2002-02,2002-03,2002-04,2002-05,2002-06,2002-07,2002-08,2002-09,2002-10,2002-11,2002-12,2003-01,2003-02,2003-03,2003-04,2003-05,2003-06,2003-07,2003-08,2003-09,2003-10,2003-11,2003-12,2004-01,2004-02,2004-03,2004-04,2004-05,2004-06,2004-07,2004-08,2004-09,2004-10,2004-11,2004-12,2005-01,2005-02,2005-03,2005-04,2005-05,2005-06,2005-07,2005-08,2005-09,2005-10,2005-11,2005-12,2006-01,2006-02,2006-03,2006-04,2006-05,2006-06,2006-07,2006-08,2006-09,2006-10,2006-11,2006-12,2007-01,2007-02,2007-03,2007-04,2007-05,2007-06,2007-07,2007-08,2007-09,2007-10,2007-11,2007-12,2008-01,2008-02,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06,2020-07,2020-08,2020-09,2020-10,2020-11,2020-12,2021-01,2021-02,2021-03,2021-04,2021-05,2021-06,2021-07,2021-08,2021-09,2021-10,2021-11,2021-12,2022-01,2022-02,2022-03,2022-04,2022-05,2022-06,2022-07,2022-08,2022-09,2022-10,2022-11,2022-12
"Total index; s.a. IP","Index:_2017_100","1","NA",G17/IP_MARKET_GROUPS/IP.B50001.S,IP.B50001.S,4.8773,4.6617,4.5270,4.6078,4.6348,4.9312,5.2276,5.3084,5.2006,5.1467,5.0659,5.1467,5.6318,5.6318,5.5240,5.2276,5.3623,5.4162,5.2815,5.3084,5.1198,4.9042,4.5000,4.2306,3.9881,3.9072,3.7994,3.7994,3.9072,3.8803,3.8533,3.9881,4.0150,4.2575,4.2036,4.1767,4.3384,4.5270,4.7695,4.6078,4.8503,5.0929,5.0929,4.9851,5.2545,5.5509,5.7935,5.9551,5.8204,5.9012,6.0899,6.2246,6.3054,6.2515,6.1977,6.0899,5.9551,5.9282,5.9282,5.7935,5.9282,6.0360,5.9282,5.7396,5.4970,5.2545,5.1737,5.3623,5.5509,5.6857,5.7935,5.9551,6.1438,6.1438,6.1438,6.1977,6.1707,6.1168,6.2785,6.1707,6.0899,6.3324,6.4671,6.5480,6.4402,6.4402,6.5210,6.5210,6.4671,6.5479,6.5749,6.6557,6.7635,6.7635,6.7366,6.7096,6.6827,6.7366,6.8174,6.6557,6.7096,6.6827,6.6018,6.6018,6.4941,6.3593,6.3593,6.3863,6.5210,6.5749,6.6288,6.6018,6.6827,6.7366,6.8174,6.9522,7.0060,7.1408,7.2755,7.4102,7.5180,7.4911,7.5180,7.6528,7.7875,7.8414,7.9492,7.8683,7.8144,7.6797,7.3025,6.9791,6.9791,6.9521,6.8444,6.7905,6.6827,6.4941,6.1977,6.0629,5.9551,5.7935,5.6587,5.5240,5.4970,5.5240,5.6318,5.6587,5.5779,5.4432,5.3623,5.1737,4.9312,4.7426,4.6887,4.6617,4.5270,4.4192,4.3653,4.0689,3.9342,3.7994,3.6916,3.7994,4.0419,4.1767,4.1767,4.0958,4.0150,4.0419,3.7994,4.0689,4.7426,5.4701,5.9821,5.7396,5.4162,5.1467,4.8503,4.8773,5.0390,5.2815,5.5240,5.5240,5.6318,5.5240,5.1467,5.0929,4.7964,5.0120,5.0659,5.3893,5.8204,5.9282,5.9012,5.7935,5.7935,5.8743,5.8743,6.0899,6.2515,6.4402,6.5749,6.6557,6.5480,6.3863,6.4671,6.8713,7.0060,7.1408,7.2755,7.3833,7.5180,7.6258,7.8414,8.0839,8.0569,8.1647,8.3534,8.3534,8.3803,8.2725,8.3264,8.2725,8.0031,7.4102,6.6827,6.0899,5.9551,5.9012,5.9012,5.7935,5.6587,5.7126,6.0360,6.3593,6.5480,6.7096,6.9791,7.0599,7.0599,7.1138,7.1408,7.1138,7.0869,7.2486,7.4641,7.5719,8.0300,8.4342,8.6498,8.6498,8.5420,8.2725,8.0839,8.2456,8.4881,8.7575,8.8653,8.9192,9.1079,9.2426,9.4582,9.7815,10.0240,10.3204,10.6438,10.6707,11.1558,11.2366,11.3713,11.5061,11.5061,11.6139,11.6678,11.8564,12.0989,12.3145,12.4492,12.0989,12.1258,12.1528,12.4492,12.8264,13.1229,13.5540,13.8774,14.2007,14.3355,14.7127,14.8205,15.0091,15.1169,15.0361,15.4941,15.8175,16.2217,16.4642,16.6798,16.4642,16.6528,16.7876,16.7606,16.7606,16.6528,16.5989,16.5720,16.7876,16.6798,16.7337,16.5989,16.5450,16.3834,16.3295,16.2217,15.9253,15.4941,15.1438,14.7935,13.2576,12.0720,11.5869,12.0181,12.0720,11.3983,10.8324,11.9642,11.7486,11.3175,12.0181,12.4223,12.8803,13.1229,13.3654,13.4462,13.5271,13.6887,13.7696,13.8504,13.7426,13.7965,13.7965,13.7157,13.7965,13.9043,14.0390,14.2277,14.2815,14.3624,14.3893,14.2277,14.2546,14.4971,14.6857,14.6857,14.6318,14.5241,14.6319,14.4432,14.3085,14.1738,14.0390,13.7696,13.6887,13.5001,13.4732,13.4462,13.5809,13.7157,13.2037,13.5540,13.7965,14.0390,14.0929,14.5510,15.0360,15.3863,15.8444,16.3564,16.8684,16.7606,16.8684,16.8415,17.1379,17.1917,17.2995,17.3804,17.4073,17.3534,17.2726,17.0031,16.8415,16.9492,16.9223,17.0570,17.1648,17.3534,17.4612,17.5151,17.3534,17.1918,17.0301,16.7606,17.8385,18.4852,18.6738,19.0511,19.1588,19.2127,19.3205,19.4822,19.5630,19.6708,19.5900,19.8325,19.7247,19.3205,19.1588,18.7008,18.2427,18.1079,18.1618,18.0540,17.9462,18.0540,18.1079,18.1349,18.1079,18.1349,18.3505,18.6469,18.8894,19.3205,19.5630,20.0211,20.2636,20.5870,20.6139,20.7756,20.7487,20.8834,21.2337,21.2876,21.3684,21.5032,21.3145,21.3145,21.4762,21.2876,21.0990,20.4522,21.2876,21.7726,21.9613,21.7726,22.0960,22.0151,22.2307,22.2038,21.9074,21.8265,21.8804,22.0151,22.0152,21.8265,21.5032,20.9912,20.5870,20.2097,19.7786,19.5361,19.2127,19.4013,19.9133,20.2097,20.6139,20.8026,21.0451,21.6649,21.6918,22.0151,22.4463,22.7696,23.2547,23.6050,23.6319,23.0660,22.2846,22.2577,22.0960,22.2307,23.6050,24.2247,24.0092,23.7936,23.6050,23.5780,23.2816,23.2008,23.1738,22.9313,22.9044,22.5810,22.1499,22.1768,22.1499,22.2846,22.7427,23.0930,23.4164,23.6858,23.9014,23.8745,24.3325,24.7098,24.9253,24.7098,25.1140,25.2487,25.3026,25.2756,25.2218,25.4643,25.4912,25.6529,25.6799,25.7876,25.7876,25.9762,26.2727,26.4344,26.6769,27.0002,27.0811,26.9733,27.0272,27.2966,27.4853,27.6200,27.5661,27.8086,27.9972,27.9972,28.4553,28.6170,28.6978,28.8865,29.0751,29.1829,28.7787,29.6679,30.0182,30.3416,30.5302,30.9344,31.0691,31.3116,31.5541,31.8506,31.9853,32.0661,32.3895,32.5242,32.9284,33.2518,33.4674,33.9254,33.9793,34.3027,34.4643,34.6530,34.6799,35.0033,35.2458,35.0033,35.0841,35.2496,34.8498,34.6534,34.9802,34.6750,34.6707,34.5918,35.2545,35.1972,35.4839,35.9914,36.3790,36.3399,36.4701,36.5839,36.6369,37.0478,37.1839,37.1269,37.2305,37.3715,37.4457,37.9301,38.0499,38.2801,38.5250,38.8271,38.6842,38.5380,38.9145,39.1200,39.2099,39.2011,39.2125,38.8429,38.7387,38.0213,37.9963,37.9469,37.8494,37.8053,37.6830,37.7755,37.7081,37.4482,36.6991,36.4768,37.3145,37.6015,37.5299,37.4892,37.6998,37.8911,38.0500,37.9395,37.7193,38.3324,38.6193,38.7832,39.2309,40.1688,40.5837,40.8655,41.2656,41.2706,41.3786,41.3347,41.9046,42.2284,42.7745,43.2795,43.7695,44.0847,44.7242,44.7435,44.6782,44.9741,45.0257,45.1952,45.1308,45.4862,45.8531,46.0654,45.9344,45.6298,45.4951,45.4952,45.3625,45.7241,45.6390,45.7193,45.2357,45.2421,45.1011,43.6158,42.0553,41.4750,40.5290,40.0796,40.1527,40.0399,40.2987,40.7094,41.1098,41.6380,41.8171,41.8764,42.4484,43.0149,43.4515,43.5359,43.7593,43.9359,43.9918,44.2254,44.5365,44.6775,44.6695,45.3540,45.8357,45.5276,46.2567,46.8356,47.2898,47.6607,48.0196,48.0819,48.1315,48.3308,48.4014,48.4924,48.5640,47.8693,48.1283,49.0553,50.0260,50.2717,50.5939,50.5499,50.7622,50.8856,51.2821,51.6737,51.9404,51.6507,51.9097,52.0667,51.4548,51.9061,51.9067,51.8258,51.4900,51.4847,51.8421,51.7591,51.7974,52.0677,52.0899,51.8687,50.8454,49.5947,48.9621,48.6090,48.7646,49.5764,50.2058,51.0418,51.3906,51.0656,50.8554,51.1107,50.8864,51.1788,51.4496,51.7764,51.7129,51.4605,51.0625,50.4730,49.9364,48.9114,49.9102,49.5691,49.1146,48.7805,48.6606,48.4863,48.0569,47.9303,47.4738,47.3200,46.9813,47.8523,47.5667,47.9599,48.5564,48.8647,49.1558,49.8873,50.4843,51.2160,51.6139,51.8420,52.0948,53.1348,53.3763,53.6314,53.9491,54.2396,54.4288,54.5865,54.6530,54.4949,54.4772,54.6594,54.6892,54.6505,54.8169,54.8978,54.7833,54.8704,54.8401,54.5582,54.7381,54.9416,54.7538,54.9390,55.4945,55.7802,55.3994,55.0001,55.0641,55.1705,54.9588,55.2944,55.2029,55.3511,55.5857,55.8030,56.3441,56.1259,56.8779,56.9516,57.3177,57.6774,57.9875,58.3790,58.8171,59.0391,59.8340,60.1367,60.4739,60.4594,60.7643,60.8948,61.2475,61.1353,61.2995,61.3110,61.6234,61.4255,61.6940,61.8494,62.1171,62.3103,62.0353,62.1950,62.1753,61.8321,61.8246,61.2285,61.8334,61.6221,61.5537,61.7575,62.1111,61.7781,62.3426,62.6446,62.5104,62.6898,62.8923,62.7933,63.0241,63.0328,62.6466,61.8681,61.4345,61.2241,60.7790,60.4377,60.5982,61.2041,61.6923,61.8569,61.8681,62.3855,62.3229,62.2427,61.9705,61.6471,62.0794,62.5955,63.0726,63.2761,63.3102,63.8769,63.5221,63.7217,64.1556,64.4144,64.5161,64.7738,65.0805,65.0176,65.2041,64.9433,65.0984,65.2554,65.1946,65.5282,66.0152,66.3292,66.7038,66.9164,66.9642,67.6335,68.0334,68.3531,68.8002,68.8863,69.3412,69.5574,70.1190,70.5942,71.2814,71.4303,71.3343,71.4451,71.3289,71.6600,71.8967,71.5924,72.5339,72.8247,72.7130,72.8884,73.1429,72.7471,73.7871,73.6749,74.4153,74.9718,75.5317,75.5323,75.9129,76.4032,76.3931,77.0672,77.5543,77.6945,78.6120,79.1021,79.1683,79.6084,79.9802,80.6492,81.4548,82.2120,82.9309,83.5919,83.9696,84.3467,84.4865,84.5212,84.8275,85.3596,84.8466,84.5061,86.2464,86.1707,86.7671,86.6929,87.0633,87.4252,87.9260,88.1101,88.3106,88.8487,88.7978,89.3119,89.7109,89.3331,90.4924,90.9650,91.6804,91.6261,91.9626,92.3118,92.8872,93.1620,93.2168,93.0400,92.7900,93.1547,92.8361,92.8395,92.5334,92.0304,91.4079,91.1751,90.8767,90.3750,89.8626,89.3288,89.2201,88.7478,88.4755,87.9631,87.9329,88.5452,88.5362,89.2097,89.6389,90.0271,90.7645,90.7437,90.6268,90.7241,90.4879,90.9823,90.4919,91.2395,91.3384,91.0690,90.4913,90.4697,90.5899,91.0614,90.8452,91.4453,91.5595,92.1763,92.2532,92.4067,92.9687,92.6000,92.9761,93.6446,92.9303,93.6109,93.6958,93.7958,94.6226,94.8491,95.5841,95.9285,96.6287,96.4907,96.6809,96.7925,97.1900,96.8981,97.2223,95.3463,96.4981,97.5646,98.0222,98.2044,98.2404,98.4742,98.7765,98.7884,99.1069,99.0357,99.4583,99.2544,99.1514,99.0974,100.1117,99.7226,100.6919,100.8857,101.5777,101.6481,101.6741,101.5627,101.7751,102.0279,101.7289,102.3185,102.3074,102.1686,101.7673,101.3986,100.7238,100.1399,99.9141,99.4943,97.9367,93.6585,94.5845,93.3455,90.7183,88.4683,87.9360,86.5503,85.8598,84.9991,84.7277,85.7091,86.6333,87.3615,87.5488,87.9144,88.2318,89.1936,89.5089,90.1449,90.4740,91.7131,91.9287,92.2737,92.6150,92.8668,92.6138,92.6772,93.5741,93.3793,93.0051,93.9780,93.6525,93.7878,94.0378,94.5146,95.1263,95.0732,95.7291,95.7455,96.2147,96.8051,97.1033,96.5973,97.3006,97.5046,97.4903,97.7234,97.3130,97.2405,97.5610,97.9589,98.2061,98.1990,98.6835,99.0994,98.9898,99.0782,99.2141,98.9132,99.4891,100.0172,99.9038,100.1479,100.3576,99.9828,100.7485,101.7391,101.8023,102.2116,102.5637,102.8425,102.6499,102.9647,102.9704,103.6017,103.5920,102.7980,102.1554,101.8077,101.2285,100.7536,100.4529,101.1100,100.8802,100.6080,100.1510,99.3817,98.8572,99.4086,98.8946,98.1385,98.4364,98.2096,98.6766,98.8371,98.7302,98.6287,98.7126,98.3004,98.9063,98.7349,98.4178,99.0726,100.0545,100.1390,100.3148,100.1418,99.6878,99.7829,101.0401,101.2260,101.3878,101.3450,101.7068,102.2785,103.4340,102.4735,103.2508,103.4588,104.1802,104.1665,104.0476,103.9603,103.8690,103.2684,102.8157,102.9000,102.3826,102.5756,102.5928,102.2012,102.9086,102.5790,101.7775,102.0979,101.7632,101.3030,101.7038,97.8746,84.9590,86.3345,91.7523,95.2439,96.1173,96.0711,96.8250,97.1183,98.1380,99.2645,96.2231,98.8621,99.0246,99.7785,100.1923,100.8724,100.8370,99.8498,101.3602,101.9610,101.7587,102.1460,102.8987,103.5717,104.2709,104.1646,103.9464,104.4824,104.4696,104.8292,104.7972,104.1863,103.4332
