Date,Open,High,Low,Close,Adj Close,Volume,Returns
5/1/2000,146.5625,148.484375,136.5,142.8125,93.826454,161024000,-0.015722567
6/1/2000,143.6875,149.15625,143,145.28125,95.448364,127146000,0.017286276
7/1/2000,145.4375,151.984375,141.515625,143,94.170822,106780100,-0.01338464
8/1/2000,143.625,153.09375,142.625,152.34375,100.324013,102365500,0.065340738
9/1/2000,153.25,153.59375,142.125,143.625,94.582397,113203000,-0.057230725
10/1/2000,144.28125,145.75,130.15625,142.953125,94.376457,178392400,-0.002177361
11/1/2000,142.25,144.296875,129.75,132.28125,87.331001,156699900,-0.074652686
12/1/2000,133.1875,139.5625,125.53125,131.1875,86.608894,165416700,-0.008268622
1/1/2001,132,138.699997,127.5625,137.020004,90.736916,181296400,0.047662795
2/1/2001,137.100006,137.990005,121.800003,123.949997,82.081787,178607000,-0.095387075
3/1/2001,124.050003,127.75,108.040001,116.690002,77.274094,318187200,-0.058571983
4/1/2001,116.300003,127.269997,109.300003,126.660004,84.102219,251839700,0.088362408
5/1/2001,125.07,132.089996,123.440002,125.949997,83.630737,208040000,-0.005606059
6/1/2001,126.199997,129.229996,120.400002,122.599998,81.406387,203578200,-0.026597278
7/1/2001,122.800003,124.32,116.75,121.349998,80.805504,196892900,-0.007381276
8/1/2001,121.970001,123.25,112.040001,114.150002,76.011131,269599600,-0.059332258
9/1/2001,113.849998,116.169998,93.800003,104.440002,69.545349,419156100,-0.08506362
10/1/2001,103.900002,111.790001,102.830002,105.800003,70.715317,512612000,0.016823095
11/1/2001,106.599998,116.900002,105.699997,114.050003,76.229507,372515000,0.077977307
12/1/2001,113.650002,118,112,114.300003,76.396591,308403900,0.002191855
1/1/2002,115.110001,117.989998,108.400002,113.18,75.908195,349380000,-0.006392903
2/1/2002,113.089996,113.300003,107.82,111.150002,74.546707,424492600,-0.017935982
3/1/2002,111.720001,117.900002,111.510002,114.519997,76.806923,385578100,0.030319461
4/1/2002,114.230003,115.099998,106.629997,107.860001,72.547386,404461000,-0.055457722
5/1/2002,107.970001,111.25,104.900002,107.220001,72.116936,452626500,-0.005933363
6/1/2002,107.089996,107.599998,95.190002,98.959999,66.561203,534883500,-0.07703784
7/1/2002,99.18,99.800003,77.68,91.160004,61.529434,1124248800,-0.075596125
8/1/2002,90.879997,97.150002,83.550003,91.779999,61.947926,936191200,0.006801493
9/1/2002,90.730003,93.330002,80.900002,81.790001,55.205055,1013828600,-0.108847405
10/1/2002,82.43,91.290001,77.07,88.519997,60.015388,1344248100,0.087135734
11/1/2002,88.349998,94.949997,87.449997,93.980003,63.717216,818243400,0.061681314
12/1/2002,95.470001,96.050003,87.110001,88.230003,59.81879,728285900,-0.061183244
1/1/2003,88.849998,93.860001,84.150002,86.059998,58.634251,911319900,-0.019802122
2/1/2003,86.139999,86.809998,81,84.900002,57.843941,862248300,-0.013478641
3/1/2003,85.260002,89.879997,79.379997,84.739998,57.734924,1156870200,-0.001884674
4/1/2003,85.25,92.800003,84.910004,91.910004,62.872471,996114200,0.088985083
5/1/2003,91.919998,97.089996,90.5,96.949997,66.320168,881509900,0.054836353
6/1/2003,97.529999,102.18,96.669998,97.629997,66.78537,867970200,0.007014488
7/1/2003,97.25,101.900002,96.43,99.389999,68.234886,895260500,0.021704095
8/1/2003,99.190002,101.82,96.339996,101.440002,69.642281,772702000,0.02062574
9/1/2003,101.639999,104.699997,99.25,99.949997,68.619324,818513400,-0.014688735
10/1/2003,100.239998,105.970001,100.199997,105.300003,72.569817,831700900,0.057571144
11/1/2003,105.75,106.949997,103.620003,106.449997,73.362358,630654200,0.010921083
12/1/2003,106.849998,111.519997,105.959999,111.279999,76.691078,678350400,0.045373678
1/1/2004,111.739998,116.5,110.730003,113.480003,78.576797,737674000,0.024588506
2/1/2004,113.699997,116.599998,112.779999,115.019997,79.643127,676976900,0.013570546
3/1/2004,115.43,116.970001,108.849998,113.099998,78.313644,1125003900,-0.016693004
4/1/2004,113.07,115.410004,110.900002,110.959999,77.101234,968620900,-0.015481466
5/1/2004,111.370003,113.260002,108.059998,112.860001,78.421471,981083900,0.017123422
6/1/2004,112.459999,114.940002,111.870003,114.529999,79.581871,721880400,0.014796968
7/1/2004,114.25,114.400002,108.209999,110.839996,77.298973,954619200,-0.028686156
8/1/2004,110.190002,111.629997,106.589996,111.110001,77.487274,922892000,0.002436009
9/1/2004,110.949997,113.739998,110.410004,111.760002,77.940559,790891900,0.005849799
10/1/2004,112.260002,114.68,109.349998,113.199997,79.273415,1044071300,0.017100929
11/1/2004,113.559998,119.139999,113.199997,117.889999,82.557808,961601700,0.041431204
12/1/2004,118.160004,121.660004,117.730003,120.870003,84.895554,909170200,0.028316474
1/1/2005,121.559998,121.760002,116.370003,118.160004,83.384201,1184211500,-0.017802499
2/1/2005,118.25,121.669998,118.099998,120.629997,85.127243,1025608400,0.020903744
3/1/2005,120.82,123.25,116.25,117.959999,83.24305,1330548800,-0.022133843
4/1/2005,118.629997,119.260002,113.550003,115.75,82.004288,1633318500,-0.014881266
5/1/2005,116.07,120.25,114.800003,119.480003,84.646843,1334647300,0.032224595
6/1/2005,119.519997,121.940002,118.75,119.18,84.434319,1089322900,-0.002510714
7/1/2005,119.449997,124.639999,118.260002,123.739998,88.018707,1176306400,0.04245179
8/1/2005,123.830002,124.739998,120.379997,122.580002,87.193604,1306564800,-0.009374178
9/1/2005,122.519997,124.739998,120.440002,123.040001,87.520805,1287005000,0.00375258
10/1/2005,122.959999,123.339996,116.879997,120.129997,85.814606,1784566400,-0.019494782
11/1/2005,120.580002,127.410004,120.129997,125.410004,89.586342,1183732800,0.043952145
12/1/2005,126.019997,128.089996,124.360001,124.510002,88.943428,1073146800,-0.007176473
1/1/2006,125.190002,129.440002,124.389999,127.5,91.562141,1233910800,0.029442456
2/1/2006,127.82,130.039993,125.400002,128.229996,92.08638,1145244400,0.0057255
3/1/2006,128.600006,131.470001,127.18,129.830002,93.235397,1350777100,0.0124776
4/1/2006,130.070007,131.860001,128.020004,131.470001,94.788635,1300327900,0.016659317
5/1/2006,131.470001,132.800003,124.760002,127.510002,91.933479,1752747100,-0.03012129
6/1/2006,127.379997,129.429993,122.339996,127.279999,91.767632,2163829300,-0.001803989
7/1/2006,127.43,128.139999,122.389999,127.849998,92.586052,1691301400,0.008918395
8/1/2006,127.339996,131.039993,126.279999,130.639999,94.606483,1420345400,0.021822196
9/1/2006,131.139999,133.990005,129.350006,133.580002,96.735558,1363687900,0.022504536
10/1/2006,133.539993,139,132.649994,137.789993,100.223228,1443344100,0.036053651
11/1/2006,138.220001,141.160004,135.619995,140.529999,102.216179,1502059900,0.019885121
12/1/2006,140.529999,143.240005,138.970001,141.619995,103.00901,1212756800,0.007756414
1/1/2007,142.25,144.130005,140.25,143.75,105.140831,1330329900,0.020695481
2/1/2007,144.149994,146.419998,139,140.929993,103.078217,1494548900,-0.019617631
3/1/2007,139.339996,143.809998,136.75,142,103.860924,2918304400,0.007593331
4/1/2007,142.160004,149.800003,141.479996,148.289993,108.89167,1791289900,0.048437331
5/1/2007,148.419998,153.889999,147.669998,153.320007,112.585304,2508178000,0.033920262
6/1/2007,153.880005,154.399994,148.059998,150.429993,110.463097,3502885400,-0.018849769
7/1/2007,150.869995,155.529999,145.039993,145.720001,107.465637,3988676200,-0.027135397
8/1/2007,145.179993,150.589996,137,147.589996,108.844749,6195918600,0.012833051
9/1/2007,147.449997,154.389999,144.330002,152.580002,112.524803,2967009200,0.03381012
10/1/2007,152.600006,157.520004,148.660004,154.649994,114.5924,3850069600,0.018374589
11/1/2007,153.289993,153.410004,140.660004,148.660004,110.153961,5472709900,-0.038732403
12/1/2007,148.190002,152.889999,143.960007,146.210007,108.338562,3293787500,-0.01648056
1/1/2008,146.529999,146.990005,126,137.369995,102.328545,6106834300,-0.055474403
2/1/2008,137.940002,139.610001,131.729996,133.820007,99.68409,4151028600,-0.025842789
3/1/2008,133.139999,135.809998,126.07,131.970001,98.306023,5462121800,-0.013824342
4/1/2008,133.610001,140.589996,132.330002,138.259995,103.501396,4014652600,0.05284898
5/1/2008,138.380005,144.300003,137.520004,140.350006,105.065964,3646997000,0.015116395
6/1/2008,139.830002,140.889999,127.040001,127.980003,95.805763,5408930000,-0.08813702
7/1/2008,126.519997,129.160004,120.019997,126.830002,95.419785,7156206800,-0.004028756
8/1/2008,127.120003,131.509995,124.760002,128.789993,96.894371,4344355500,0.015453671
9/1/2008,130.029999,130.710007,110.529999,115.989998,87.264366,8105188900,-0.09938663
10/1/2008,115.269997,116.690002,83.580002,96.830002,73.271156,11882352200,-0.160354228
11/1/2008,96.779999,100.860001,74.339996,90.089996,68.17099,8762237000,-0.069606736
12/1/2008,87.510002,92.43,81.860001,90.239998,68.284485,6919927700,0.001664858
1/1/2009,90.440002,94.449997,80.050003,82.830002,63.186165,6872039400,-0.074662934
2/1/2009,81.57,87.739998,73.809998,73.93,56.396877,7275092500,-0.107448965
3/1/2009,72.519997,83.300003,67.099998,79.519997,60.661144,8813959700,0.075611758
4/1/2009,78.529999,89.019997,78.330002,87.419998,67.164909,6023006600,0.107214678
5/1/2009,87.440002,93.699997,86.720001,92.529999,71.090919,5195735600,0.058453291
6/1/2009,93.669998,96.110001,88.849998,91.949997,70.645302,5054855000,-0.006268269
7/1/2009,92.339996,99.830002,87,98.809998,76.344711,4295844600,0.080676405
8/1/2009,99.849998,104.349998,98.110001,102.459999,79.164848,3957574800,0.03693952
9/1/2009,101.949997,108.059998,99.57,105.589996,81.583229,3777956700,0.030548672
10/1/2009,103,110.309998,101.989998,103.559998,80.395866,4481700800,-0.014554008
11/1/2009,104.129997,111.739998,103.080002,109.940002,85.348824,3430866200,0.061607123
12/1/2009,110.919998,113.029999,109.019997,111.440002,86.51329,2883885800,0.013643609
1/1/2010,112.370003,115.139999,107.220001,107.389999,83.818024,3706842300,-0.031154358
2/1/2010,108.150002,111.580002,104.580002,110.739998,86.432716,4451912400,0.031194866
3/1/2010,111.199997,118.169998,111.169998,117,91.318634,3899688500,0.056528572
4/1/2010,117.800003,122.120003,117.099998,118.809998,93.11322,3887089700,0.019651915
5/1/2010,119.379997,120.68,104.379997,109.370003,85.714966,7413878800,-0.079454389
6/1/2010,108.349998,113.199997,102.879997,103.220001,80.895088,5706059600,-0.056231464
7/1/2010,103.150002,112.290001,101.129997,110.269997,86.831444,4725402000,0.073383393
8/1/2010,111.989998,113.18,104.290001,105.309998,82.925713,4541971600,-0.044980606
9/1/2010,106.730003,115.790001,106.660004,114.129997,89.870987,4035642500,0.083752961
10/1/2010,114.989998,119.760002,113.18,118.489998,93.803749,3767490800,0.043760085
11/1/2010,119.07,122.949997,117.589996,118.489998,93.803749,3983708900,0
12/1/2010,120.199997,126.199997,120.190002,125.75,99.551201,2722749900,0.061271027
1/1/2011,126.709999,130.350006,125.699997,128.679993,102.406502,2860314700,0.028681733
2/1/2011,129.460007,134.690002,129.380005,133.149994,105.963844,2820073500,0.034737462
3/1/2011,133.570007,133.690002,125.279999,132.589996,105.518181,4787459400,-0.004205802
4/1/2011,133.410004,136.570007,129.509995,136.429993,109.045799,2812718500,0.033431376
5/1/2011,137.070007,137.179993,131.380005,134.899994,107.822876,3337607300,-0.011214765
6/1/2011,134.509995,134.919998,126.190002,131.970001,105.481026,4710433400,-0.021719417
7/1/2011,132.089996,135.699997,127.970001,129.330002,103.8834,3840768000,-0.015146098
8/1/2011,130.839996,130.960007,110.269997,122.220001,98.172333,9050451800,-0.054975742
9/1/2011,122.290001,123.400002,111.300003,113.150002,90.886925,6188283200,-0.074210399
10/1/2011,112.489998,129.419998,107.43,125.5,101.328506,5721102000,0.114885403
11/1/2011,122.029999,128.020004,116.199997,124.989998,100.916718,5013586000,-0.004063891
12/1/2011,124.849998,127.260002,120.029999,125.5,101.328506,3848636100,0.004080474
1/1/2012,127.760002,133.399994,126.43,131.320007,106.70002,2883821400,0.053010887
2/1/2012,132.289993,138.190002,132.130005,137.020004,111.331367,2894582000,0.043405306
3/1/2012,137.309998,141.830002,134.360001,140.809998,114.410812,3057516200,0.027660174
4/1/2012,140.639999,142.210007,135.759995,139.869995,114.145103,3035644100,-0.002322412
5/1/2012,139.789993,141.660004,129.550003,131.470001,107.290031,4004156100,-0.06005577
6/1/2012,129.410004,136.270004,127.139999,136.100006,111.068436,3644886200,0.035216739
7/1/2012,136.479996,139.339996,132.600006,137.710007,112.964638,2864743300,0.017072375
8/1/2012,138.699997,143.089996,135.580002,141.160004,115.794724,2413590900,0.025052849
9/1/2012,141.039993,148.110001,140.130005,143.970001,118.099815,2391233500,0.019906701
10/1/2012,144.520004,147.160004,140.389999,141.350006,116.569572,2719915500,-0.012957201
11/1/2012,141.649994,143.720001,134.699997,142.149994,117.229271,3032769100,0.005659273
12/1/2012,142.800003,145.580002,139.539993,142.410004,117.443695,2889875900,0.001829099
1/1/2013,145.110001,150.940002,144.729996,149.699997,124.331268,2587140200,0.058645745
2/1/2013,150.649994,153.279999,148.729996,151.610001,125.917595,2581459300,0.012758874
3/1/2013,151.089996,156.850006,150.410004,156.669998,130.120117,2330972300,0.033375177
4/1/2013,156.589996,159.720001,153.550003,159.679993,133.209915,2907035000,0.023745736
5/1/2013,159.330002,169.070007,158.100006,163.449997,136.35498,2781596000,0.023609842
6/1/2013,163.830002,165.990005,155.729996,160.419998,133.827209,3533321800,-0.018538164
7/1/2013,161.259995,169.860001,160.220001,168.710007,141.487701,2330904500,0.057241663
8/1/2013,169.990005,170.970001,163.050003,163.649994,137.244156,2283131700,-0.029992324
9/1/2013,165.229996,173.600006,163.699997,168.009995,140.900711,2226749600,0.026642701
10/1/2013,168.139999,177.509995,164.529999,175.789993,148.143906,2901739000,0.051406377
11/1/2013,176.020004,181.75,174.759995,181,152.534561,1930952900,0.02963777
12/1/2013,181.089996,184.690002,177.320007,184.690002,155.644211,2232775900,0.020386527
1/1/2014,183.979996,184.940002,176.880005,178.179993,150.973251,2530650900,-0.030010496
2/1/2014,177.970001,187.149994,173.710007,186.289993,157.844925,2394184600,0.045515838
3/1/2014,184.649994,189.020004,183.75,187.009995,158.454971,2554084300,0.003864844
4/1/2014,187.619995,189.699997,181.309998,188.309998,160.260742,2345902000,0.011396115
5/1/2014,188.220001,192.800003,186.009995,192.679993,163.979767,1781093800,0.023206089
6/1/2014,192.949997,196.600006,191.970001,195.720001,166.566986,1675047300,0.015777672
7/1/2014,196.199997,199.059998,192.970001,193.089996,165.116104,1893710200,-0.008710502
8/1/2014,192.559998,200.820007,190.550003,200.710007,171.632187,1829885000,0.039463643
9/1/2014,200.970001,201.899994,196.050003,197.020004,168.476807,2106462700,-0.018384547
10/1/2014,196.699997,201.820007,181.919998,201.660004,173.250641,3943068000,0.028335259
11/1/2014,201.919998,207.869995,200.059998,207.199997,178.010162,1571091800,0.027471881
12/1/2014,206.399994,212.970001,197.860001,205.539993,176.58403,3045171000,-0.00801152
1/1/2015,206.380005,206.880005,198.550003,199.449997,172.297684,3183506000,-0.02427369
2/1/2015,200.050003,212.240005,197.860001,210.660004,181.981644,1901638100,0.056204818
3/1/2015,210.779999,212.059998,204.119995,206.429993,178.327454,2749923000,-0.020079992
4/1/2015,206.389999,212.479996,204.509995,208.460007,180.884995,2036685200,0.014341824
5/1/2015,209.399994,213.779999,206.759995,211.139999,183.210449,1892519900,0.012855981
6/1/2015,211.940002,213.339996,205.279999,205.850006,178.620209,2535242600,-0.025054466
7/1/2015,207.729996,213.179993,204.110001,210.5,183.543594,2452758000,0.027563426
8/1/2015,210.460007,211.309998,182.399994,197.669998,172.356598,3734926900,-0.060950076
9/1/2015,193.119995,202.889999,186.929993,191.630005,167.090073,3279512900,-0.030555981
10/1/2015,192.080002,209.440002,189.119995,207.929993,182.245239,2536184400,0.090700577
11/1/2015,208.320007,211.660004,202.179993,208.690002,182.911392,1924512800,0.003655256
12/1/2015,209.440002,211,199.830002,203.869995,178.686768,2924882300,-0.02309656
1/1/2016,200.490005,201.899994,181.020004,193.720001,170.801086,3712950900,-0.044131315
2/1/2016,192.529999,196.679993,181.089996,193.559998,170.659988,2920730800,-0.000826095
3/1/2016,195.009995,206.869995,194.449997,205.520004,181.205017,2323306500,0.061789697
4/1/2016,204.350006,210.919998,203.089996,206.330002,182.857437,1910635600,0.009119063
5/1/2016,206.919998,210.690002,202.779999,209.839996,185.968155,1828530900,0.017011712
6/1/2016,209.119995,212.520004,198.649994,209.479996,185.649109,2612406900,-0.001715595
7/1/2016,209.479996,217.539993,207.059998,217.119995,193.420609,1648453700,0.04186123
8/1/2016,217.190002,219.600006,214.25,217.380005,193.652252,1519703200,0.001197613
9/1/2016,217.369995,219.220001,212.309998,216.300003,192.690125,2292393000,-0.004968323
10/1/2016,215.820007,216.699997,211.210007,212.550003,190.305923,1725687400,-0.012373244
11/1/2016,212.929993,221.820007,208.380005,220.380005,197.316528,2073824400,0.036838606
12/1/2016,220.729996,228.339996,219.149994,223.529999,200.136826,1821910200,0.014293268
1/1/2017,225.039993,229.710007,223.880005,227.529999,204.918991,1482408500,0.023894478
2/1/2017,227.529999,237.309998,226.820007,236.470001,212.970551,1365136600,0.039291429
3/1/2017,238.389999,240.320007,231.610001,235.740005,212.313095,1921474100,-0.003087075
4/1/2017,235.800003,239.529999,232.509995,238.080002,215.353363,1549613700,0.014319738
5/1/2017,238.679993,242.080002,235.429993,241.440002,218.392578,1492547000,0.014112689
6/1/2017,241.970001,245.009995,239.960007,241.800003,218.718246,1572753000,0.001491205
7/1/2017,242.880005,248,240.339996,246.770004,224.302353,1055908800,0.025531052
8/1/2017,247.460007,248.910004,241.830002,247.490005,224.956802,1557031500,0.002917709
9/1/2017,247.919998,251.320007,244.949997,251.229996,228.356323,1286405100,0.015111884
10/1/2017,251.490005,257.890015,251.289993,257.149994,234.897263,1320624600,0.028643569
11/1/2017,258.040009,266.049988,255.630005,265.01001,242.077087,1365620900,0.030565805
12/1/2017,264.76001,268.600006,260.76001,266.859985,243.766983,1715222900,0.006980818
1/1/2018,267.839996,286.630005,267.399994,281.899994,258.821686,1985506700,0.061758581
2/1/2018,281.070007,283.059998,252.919998,271.649994,249.410889,2923722000,-0.036360156
3/1/2018,271.410004,280.410004,257.829987,263.149994,241.60672,2323561800,-0.03129041
4/1/2018,262.549988,271.299988,254.669998,264.51001,243.828018,1998466500,0.009193859
5/1/2018,263.869995,274.25,259.049988,270.940002,249.755295,1606397200,0.024309253
6/1/2018,272.410004,279.480011,268.48999,271.279999,250.06868,1599001000,0.001254768
7/1/2018,269.51001,284.369995,269.23999,281.329987,260.497375,1266892500,0.041703323
8/1/2018,281.559998,291.73999,279.160004,290.309998,268.812408,1308443700,0.031919834
9/1/2018,289.839996,293.940002,286.709991,290.720001,269.192078,1228103300,0.001412398
10/1/2018,292.109985,293.209991,259.850006,270.630005,251.724152,3024345800,-0.064890193
11/1/2018,271.600006,281.220001,263.070007,275.649994,256.393372,2021061200,0.018548955
12/1/2018,280.279999,280.399994,233.759995,249.919998,232.460907,3102780500,-0.09334276
1/1/2019,245.979996,270.470001,243.669998,269.929993,252.539185,2048691700,0.086372708
2/1/2019,270.149994,281.309998,267.829987,278.679993,260.725464,1371716300,0.032415876
3/1/2019,280.440002,285.179993,272.420013,282.480011,264.28064,1678081300,0.013635707
4/1/2019,284.700012,294.450012,284.399994,294.019989,276.288727,1209204700,0.045436877
5/1/2019,294.720001,294.950012,275.23999,275.269989,258.669495,1845593200,-0.063771085
6/1/2019,275.309998,296.309998,273.089996,293,275.330231,1340435600,0.064409358
7/1/2019,296.679993,302.230011,294.329987,297.429993,280.852478,1110102300,0.020056813
8/1/2019,297.600006,300.869995,281.720001,292.450012,276.150146,2034004800,-0.016743068
9/1/2019,290.570007,302.630005,289.269989,296.769989,280.229218,1303830000,0.014771211
10/1/2019,297.73999,304.549988,284.820007,303.329987,287.746338,1386748300,0.026824897
11/1/2019,304.920013,315.480011,304.73999,314.309998,298.162262,1037123500,0.036198285
12/1/2019,314.589996,323.799988,307.130005,321.859985,305.324402,1285175800,0.024020947
1/1/2020,323.540009,332.950012,320.359985,321.730011,306.701538,1392003800,0.004510403
2/1/2020,323.350006,339.079987,285.540009,296.26001,282.421326,2110214900,-0.079165602
3/1/2020,298.209991,313.839996,218.259995,257.75,245.710175,5926017600,-0.129987177
4/1/2020,247.979996,294.880005,243.899994,290.480011,278.539642,2819312300,0.133610531
5/1/2020,285.309998,306.839996,272.98999,304.320007,291.81073,1910460500,0.04764524
6/1/2020,303.619995,323.410004,296.73999,308.359985,295.684662,2358674500,0.013275495
7/1/2020,309.570007,327.230011,309.070007,326.519989,314.475922,1505145300,0.06355169
8/1/2020,328.320007,351.299988,327.730011,349.309998,336.425385,1045563300,0.069796959
